name	taxonomy_id	taxonomy_lvl	ERR2270938.bracken.report_num	ERR2270938.bracken.report_frac	ERR2270939.bracken.report_num	ERR2270939.bracken.report_frac	ERR2270940.bracken.report_num	ERR2270940.bracken.report_frac	ERR2270941.bracken.report_num	ERR2270941.bracken.report_frac	ERR2270960.bracken.report_num	ERR2270960.bracken.report_frac	ERR2270961.bracken.report_num	ERR2270961.bracken.report_frac	ERR2270962.bracken.report_num	ERR2270962.bracken.report_frac	ERR2271042.bracken.report_num	ERR2271042.bracken.report_frac	ERR2271043.bracken.report_num	ERR2271043.bracken.report_frac	ERR2271236.bracken.report_num	ERR2271236.bracken.report_frac	ERR2271237.bracken.report_num	ERR2271237.bracken.report_frac
Jejubacter calystegiae	2579935	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	3	0.00030	0	0.00000	0	0.00000
Candidatus Profftia tarda	1177216	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Atlantibacter hermannii	565	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	3	0.00030	0	0.00000	1	0.00007
Serratia quinivorans	137545	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia symbiotica	138074	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Yersinia intermedia	631	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Yersinia pestis	632	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Yersinia ruckeri	29486	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Rouxiella badensis	1646377	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pectobacterium parmentieri	1905730	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Providencia sp. R33	2828763	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Edwardsiella piscicida	1263550	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pragia fontium	82985	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. FIT81	2837969	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. CYM-20-01	2870750	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mannheimia haemolytica	75985	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Frederiksenia canicola	123824	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. WCHA55	2004646	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter indicus	756892	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudoalteromonas luteoviolacea	43657	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraglaciecola sp. L3A3	2686358	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinimonas sediminis	2303538	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Colwellia sp. Arc7-D	2161872	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Francisella sp. LA112445	1395624	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Piscirickettsia salmonis	1238	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Vibrio sp. B1REV9	2751179	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio gazogenes	687	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio parahaemolyticus	670	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	1	0.00007	1	0.00007
Gilliamella apicola	1196095	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	1	0.00005	1	0.00005	1	0.00010	0	0.00000	0	0.00000
Marinomonas sp. FW-1	2071621	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Allochromatium vinosum	1049	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fluoribacter dumoffii	463	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Aeromonas media	651	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter ureolyticus	827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	2	0.00014	0	0.00000
Campylobacter fetus	196	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter sp. 19-13652	2840180	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter blaseri	2042961	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter lari	201	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halarcobacter anaerophilus	877500	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halarcobacter ebronensis	1462615	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Poseidonibacter lekithochrous	1904463	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Sulfurimonas gotlandica	1176482	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfurimonas xiamenensis	2590021	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nautilia sp. PV-1	2579250	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfobacter postgatei	2293	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bartonella sp. WD16.2	1933904	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus aminovorans	34004	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Pelagibacter sp. RS40	1977865	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Magnetococcus marinus	1124597	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Luteithermobacter gelatinilyticus	2582913	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Candidatus Methylopumilus universalis	2588536	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Neisseria meningitidis	487	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bdellovibrio sp. LBG001	2835041	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fluviispira sanaruensis	2493639	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Halobacteriovorax marinus	97084	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptococcus gallolyticus	315405	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	472	0.03653	1	0.00005	0	0.00000	0	0.00000	2	0.00014	0	0.00000
Streptococcus sp. CNU G2	2686210	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus sp. HKU75	2781599	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus equinus	1335	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00232	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00013
Streptococcus ferus	1345	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	8	0.00062	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus infantarius	102684	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sobrinus	1310	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus respiraculi	2021971	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus gwangjuense	1433513	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus urinalis	149016	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Streptococcus himalayensis	1888195	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus troglodytae	1111760	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus merionis	400065	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus halichoeri	254785	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vagococcus carniphilus	218144	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	1	0.00005	2	0.00020	0	0.00000	0	0.00000
Carnobacterium maltaromaticum	2751	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	1	0.00005	1	0.00010	1	0.00007	0	0.00000
Carnobacterium inhibens	147709	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Jeotgalibaca arthritidis	1868794	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lentilactobacillus sp. IM3328	2883998	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lentilactobacillus curieae	1138822	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Companilactobacillus allii	1847728	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Leuconostoc carnosum	1252	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Weissella diestrammenae	1162633	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Liquorilactobacillus hordei	468911	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus wiedmannii	1890302	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
[Brevibacterium] frigoritolerans	450367	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Lysinibacillus sphaericus	1421	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Priestia flexa	86664	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Priestia filamentosa	1402861	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Amphibacillus xylanus	1449	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Pradoshia sp. D12	2651284	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Psychrobacillus sp. AK 1817	2303505	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salimicrobium jeotgali	1230341	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraliobacillus zengyii	2213194	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lentibacillus sp. CBA3610	2518176	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus simiae	308354	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	1	0.00005	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Staphylococcus pasteuri	45972	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus saprophyticus	29385	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Paenibacillus xylanexedens	528191	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Paenibacillus tritici	1873425	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planococcus sp. PAMC 21323	1526927	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alicyclobacillus sp. TC	2606450	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridium sp. MF28	1702238	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Clostridium scatologenes	1548	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Clostridium diolis	223919	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Cellulosilyticum lentocellum	29360	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Carboxydocella thermautotrophica	178899	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Desulfosporosinus orientis	1563	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Caldicellulosiruptor obsidiansis	717609	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Iocasia fonsfrigidae	2682810	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Thermosediminibacter oceani	291990	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erysipelothrix sp. HDW6A	2714928	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helcococcus kunzii	40091	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Pelosinus sp. UFO1	484770	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	2	0.00010	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Schaalia sp. ZJ405	2709403	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces sp. zg-332	2708340	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Pauljensenia hongkongensis	178339	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium chocolatum	84292	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Curtobacterium luteum	33881	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rathayibacter toxicus	145458	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudactinotalea sp. HY158	2654547	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xylanimonas cellulosilytica	186189	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Georgenia yuyongxinii	2589797	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium thermoresistibile	1797	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium ulcerans	65058	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dietzia sp. oral taxon 368	712270	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora chokoriensis	356851	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycoplasma putrefaciens	2123	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycoplasmopsis cynos	171284	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycoplasmopsis bovigenitalium	2112	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spiroplasma sp. BIUS-1	216964	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Spiroplasma sabaudiense	216944	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acholeplasma hippikon	264636	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Metamycoplasma canadense	29554	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Metamycoplasma phocicerebrale	142649	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Malacoplasma penetrans	28227	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nostoc linckia	92942	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cylindrospermopsis raciborskii	77022	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microcystis viridis	44822	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Stanieria sp. NIES-3757	1807358	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinithermus hydrothermalis	186192	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. F-340	2893886	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. 140616W15	2478552	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium magnum	2162713	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Flavobacterium indicum	312277	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Polaribacter sp. SA4-12	1312072	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
