ERR2270938_all	ERR2270939_all	ERR2270940_all	ERR2270941_all	ERR2270960_all	ERR2270961_all	ERR2270962_all	ERR2271042_all	ERR2271043_all	ERR2271236_all	ERR2271237_all	lvl_type	name
1	0	1	0	0	0	0	0	0	0	0	S	Aquimarina sp. BL5
1	0	0	0	0	0	0	0	1	0	0	S	Aquimarina sp. AD1
0	0	0	7	1	1	1	0	0	0	0	G	Wenyingzhuangia
0	0	0	7	1	1	1	0	0	0	0	S	Wenyingzhuangia fucanilytica
0	0	1	0	4	1	1	0	0	1	2	G	Cellulophaga
0	0	0	0	2	1	0	0	0	0	1	G1	unclassified Cellulophaga
0	0	0	0	2	1	0	0	0	0	0	S	Cellulophaga sp. HaHaR_3_176
0	0	0	0	0	0	0	0	0	0	1	S	Cellulophaga sp. L1A9
0	0	0	0	0	0	1	0	0	1	0	S	Cellulophaga algicola
0	0	0	0	0	0	1	0	0	1	0	S1	Cellulophaga algicola DSM 14237
0	0	0	0	2	0	0	0	0	0	0	S	Cellulophaga lytica
0	0	0	0	1	0	0	0	0	0	0	S1	Cellulophaga lytica DSM 7489
1	1	1	0	1	2	1	0	2	1	0	G	Nonlabens
0	1	0	0	1	1	0	0	1	0	0	G1	unclassified Nonlabens
0	1	0	0	1	0	0	0	0	0	0	S	Nonlabens sp. Ci31
0	0	0	0	0	0	0	0	1	0	0	S	Nonlabens sp. MB-3u-79
0	0	0	0	0	1	0	0	0	0	0	S	Nonlabens sp. Hel1_33_55
0	0	0	0	0	0	1	0	1	0	0	S	Nonlabens dokdonensis
0	0	0	0	0	0	1	0	1	0	0	S1	Nonlabens dokdonensis DSW-6
1	0	0	0	0	0	0	0	0	1	0	S	Nonlabens spongiae
0	0	0	0	0	1	0	0	0	0	0	S	Nonlabens marinus
0	0	0	0	0	1	0	0	0	0	0	S1	Nonlabens marinus S1-08
0	0	1	0	0	0	0	0	0	0	0	S	Nonlabens tegetincola
1	0	2	0	1	3	0	0	0	1	0	G	Olleya
0	0	0	0	1	2	0	0	0	1	0	G1	unclassified Olleya
0	0	0	0	0	1	0	0	0	1	0	S	Olleya sp. Bg11-27
1	0	2	0	0	1	0	0	0	0	0	S	Olleya aquimaris
0	0	0	0	1	3	0	0	1	1	0	G	Tenacibaculum
0	0	0	0	0	1	0	0	0	1	0	S	Tenacibaculum dicentrarchi
0	0	0	0	0	2	0	0	0	0	0	S	Tenacibaculum maritimum
0	0	0	0	1	0	0	0	0	0	0	S	Tenacibaculum jejuense
0	1	1	0	2	0	0	1	1	0	0	G	Lacinutrix
0	1	1	0	2	0	0	0	0	0	0	S	Lacinutrix venerupis
0	0	0	0	0	0	0	1	1	0	0	G1	unclassified Lacinutrix
0	0	0	0	0	0	0	0	1	0	0	S	Lacinutrix sp. 5H-3-7-4
0	0	0	0	0	0	0	1	0	0	0	S	Lacinutrix sp. WUR7
1	0	2	0	0	0	1	0	1	1	0	G	Formosa
1	0	1	0	0	0	0	0	1	1	0	G1	unclassified Formosa
0	0	0	0	0	0	0	0	1	1	0	S	Formosa sp. Hel3_A1_48
1	0	1	0	0	0	0	0	0	0	0	S	Formosa sp. L2A11
0	0	1	0	0	0	1	0	0	0	0	S	Formosa sediminum
0	0	0	0	0	2	1	1	0	1	0	G	Gramella
0	0	0	0	0	1	1	0	0	0	0	G1	unclassified Gramella
0	0	0	0	0	0	1	0	0	0	0	S	Gramella sp. MAR_2010_147
0	0	0	0	0	1	0	0	0	0	0	S	Gramella sp. MT6
0	0	0	0	0	0	0	0	0	1	0	S	Gramella forsetii
0	0	0	0	0	0	0	0	0	1	0	S1	Gramella forsetii KT0803
0	0	0	0	0	0	0	1	0	0	0	S	Gramella echinicola
0	0	0	0	0	1	0	0	0	0	0	S	Gramella salexigens
0	0	1	1	1	0	0	2	0	0	0	G	Myroides
0	0	1	0	0	0	0	2	0	0	0	S	Myroides odoratus
0	0	0	1	0	0	0	0	0	0	0	S	Myroides fluvii
0	1	1	0	1	1	0	0	1	0	0	G	Lutibacter
0	1	1	0	1	0	0	0	1	0	0	G1	unclassified Lutibacter
0	1	1	0	1	0	0	0	0	0	0	S	Lutibacter sp. A64
0	0	0	0	0	0	0	0	1	0	0	S	Lutibacter sp. A80
0	0	0	0	0	1	0	0	0	0	0	S	Lutibacter profundi
1	0	0	1	1	0	0	0	2	0	0	G	Maribacter
1	0	0	1	1	0	0	0	1	0	0	G1	unclassified Maribacter
0	0	0	1	0	0	0	0	1	0	0	S	Maribacter sp. HTCC2170
1	0	0	0	0	0	0	0	0	0	0	S	Maribacter sp. MJ134
0	0	0	0	0	0	0	0	1	0	0	S	Maribacter hydrothermalis
3	0	0	0	0	1	0	0	0	0	1	G	Kordia
1	0	0	0	0	1	0	0	0	0	1	S	Kordia antarctica
2	0	0	0	0	0	0	0	0	0	0	G1	unclassified Kordia
2	0	0	0	0	0	0	0	0	0	0	S	Kordia sp. SMS9
0	0	0	2	0	1	1	0	0	0	0	G	Psychroflexus
0	0	0	2	0	1	0	0	0	0	0	G1	unclassified Psychroflexus
0	0	0	2	0	1	0	0	0	0	0	S	Psychroflexus sp. ALD_RP9
0	0	0	0	0	0	1	0	0	0	0	S	Psychroflexus torquis
0	0	0	0	0	0	1	0	0	0	0	S1	Psychroflexus torquis ATCC 700755
0	0	2	1	0	0	0	0	1	0	0	G	Sinomicrobium
0	0	2	1	0	0	0	0	1	0	0	G1	unclassified Sinomicrobium
0	0	2	1	0	0	0	0	1	0	0	S	Sinomicrobium sp. HD2P242
1	0	1	1	0	0	0	0	1	0	0	G	Aegicerativicinus
1	0	1	1	0	0	0	0	1	0	0	S	Aegicerativicinus sediminis
0	0	0	0	2	0	0	0	0	0	1	G	Zunongwangia
0	0	0	0	2	0	0	0	0	0	1	S	Zunongwangia profunda
0	0	0	0	2	0	0	0	0	0	1	S1	Zunongwangia profunda SM-A87
0	0	0	1	0	0	0	0	2	0	0	G	Flavivirga
0	0	0	1	0	0	0	0	2	0	0	S	Flavivirga eckloniae
0	0	0	1	0	0	0	0	1	0	1	G	Mesoflavibacter
0	0	0	0	0	0	0	0	1	0	1	G1	unclassified Mesoflavibacter
0	0	0	0	0	0	0	0	1	0	1	S	Mesoflavibacter sp. SCSIO 43206
0	0	1	0	0	1	0	0	1	0	0	G	Algibacter
0	0	1	0	0	1	0	0	1	0	0	G1	unclassified Algibacter
0	0	1	0	0	0	0	0	1	0	0	S	Algibacter sp. L3A6
0	0	0	0	0	1	0	0	0	0	0	S	Algibacter sp. L1A34
1	0	1	0	0	0	0	0	0	1	0	G	Sabulilitoribacter
1	0	1	0	0	0	0	0	0	1	0	G1	unclassified Sabulilitoribacter
1	0	1	0	0	0	0	0	0	1	0	S	Sabulilitoribacter sp. BrNp1-15
1	0	0	0	0	1	0	0	0	1	0	G	Zhouia
1	0	0	0	0	1	0	0	0	1	0	S	Zhouia spongiae
2	0	0	0	0	0	0	0	0	0	1	G	Muricauda
2	0	0	0	0	0	0	0	0	0	0	G1	unclassified Muricauda
2	0	0	0	0	0	0	0	0	0	0	S	Muricauda sp. SCSIO 64092
0	0	0	0	0	0	0	0	0	0	2	G	Croceibacter
0	0	0	0	0	0	0	0	0	0	2	S	Croceibacter atlanticus
0	0	0	0	0	0	0	0	0	0	2	S1	Croceibacter atlanticus HTCC2559
0	0	0	0	0	0	0	0	0	1	1	G	Seonamhaeicola
0	0	0	0	0	0	0	0	0	1	1	G1	unclassified Seonamhaeicola
0	0	0	0	0	0	0	0	0	1	1	S	Seonamhaeicola sp. S2-3
0	0	0	0	0	0	0	1	0	0	1	G	Tamlana
0	0	0	0	0	0	0	1	0	0	1	S	Tamlana carrageenivorans
0	0	0	0	0	0	0	1	0	0	1	G	Salegentibacter
0	0	0	0	0	0	0	0	0	0	1	S	Salegentibacter mishustinae
0	0	0	0	0	0	0	1	0	0	0	S	Salegentibacter salegens
0	0	0	0	0	0	1	0	1	0	0	G	Siansivirga
0	0	0	0	0	0	1	0	1	0	0	S	Siansivirga zeaxanthinifaciens
0	0	0	0	0	0	1	0	1	0	0	S1	Siansivirga zeaxanthinifaciens CC-SAMT-1
0	0	0	0	1	0	0	0	0	1	0	G	Flagellimonas
0	0	0	0	1	0	0	0	0	1	0	G1	unclassified Flagellimonas
0	0	0	0	0	0	0	0	0	1	0	S	Flagellimonas sp. HMM57
0	0	0	0	1	0	0	0	0	0	0	S	Flagellimonas sp. CMM7
0	0	0	1	0	0	1	0	0	0	0	G	Psychroserpens
0	0	0	1	0	0	1	0	0	0	0	G1	unclassified Psychroserpens
0	0	0	1	0	0	1	0	0	0	0	S	Psychroserpens sp. NJDZ02
0	0	1	0	0	0	0	0	0	0	1	G	Dokdonia
0	0	1	0	0	0	0	0	0	0	1	G1	unclassified Dokdonia
0	0	0	0	0	0	0	0	0	0	1	S	Dokdonia sp. Dokd-P16
0	1	0	0	0	0	0	1	0	0	0	G	Euzebyella
0	1	0	0	0	0	0	1	0	0	0	S	Euzebyella marina
0	0	0	0	0	0	0	0	0	0	1	G	Sediminicola
0	0	0	0	0	0	0	0	0	0	1	G1	unclassified Sediminicola
0	0	0	0	0	0	0	0	0	0	1	S	Sediminicola sp. YIK13
0	0	0	0	0	0	0	0	0	1	0	F1	Altibacter/Constantimarinum group
0	0	0	0	0	0	0	0	0	1	0	G	Constantimarinum
0	0	0	0	0	0	0	0	0	1	0	S	Constantimarinum furrinae
0	0	0	0	0	0	0	0	0	1	0	G	Oceanihabitans
0	0	0	0	0	0	0	0	0	1	0	G1	unclassified Oceanihabitans
0	0	0	0	0	0	0	0	0	1	0	S	Oceanihabitans sp. IOP_32
0	0	0	0	0	0	0	0	0	1	0	G	Muriicola
0	0	0	0	0	0	0	0	0	1	0	S	Muriicola soli
0	0	0	0	0	0	0	0	0	1	0	G	Bizionia
0	0	0	0	0	0	0	0	0	1	0	G1	unclassified Bizionia
0	0	0	0	0	0	0	0	0	1	0	S	Bizionia sp. M204
0	0	0	0	0	0	1	0	0	0	0	G	Leeuwenhoekiella
0	0	0	0	1	0	0	0	0	0	0	G	Zobellia
0	0	0	0	1	0	0	0	0	0	0	S	Zobellia galactanivorans
0	0	0	1	0	0	0	0	0	0	0	G	Arenibacter
0	0	0	1	0	0	0	0	0	0	0	S	Arenibacter algicola
0	0	1	0	0	0	0	0	0	0	0	G	Aequorivita
0	0	1	0	0	0	0	0	0	0	0	S	Aequorivita sublithincola
0	0	1	0	0	0	0	0	0	0	0	S1	Aequorivita sublithincola DSM 14238
0	0	1	0	0	0	0	0	0	0	0	G	Mariniflexile
0	0	1	0	0	0	0	0	0	0	0	G1	unclassified Mariniflexile
0	0	1	0	0	0	0	0	0	0	0	S	Mariniflexile sp. TRM1-10
1	0	0	0	0	0	0	0	0	0	0	G	Pukyongia
1	0	0	0	0	0	0	0	0	0	0	S	Pukyongia salina
1	0	0	0	0	0	0	0	0	0	0	G	Amniculibacterium
1	0	0	0	0	0	0	0	0	0	0	G1	unclassified Amniculibacterium
1	0	0	0	0	0	0	0	0	0	0	S	Amniculibacterium sp. G2-70
1	0	0	0	0	0	0	0	0	0	0	G	Galbibacter
1	0	0	0	0	0	0	0	0	0	0	G1	unclassified Galbibacter
1	0	0	0	0	0	0	0	0	0	0	S	Galbibacter sp. BG1
18	2	13	7	4	11	5	5	18	11	18	F	Weeksellaceae
14	2	7	5	1	7	3	3	10	10	10	F1	Chryseobacterium group
14	2	6	4	0	6	2	2	7	9	10	G	Chryseobacterium
6	0	3	1	0	2	2	0	4	3	2	G1	unclassified Chryseobacterium
0	0	0	0	0	0	0	0	2	2	0	S	Chryseobacterium sp. T16E-39
2	0	0	0	0	1	0	0	0	0	0	S	Chryseobacterium sp. DH-B6
2	0	1	0	0	0	0	0	0	0	0	S	Chryseobacterium sp. ZHDP1
0	0	0	0	0	0	0	0	0	1	1	S	Chryseobacterium sp. Y16C
0	0	0	1	0	0	0	0	1	0	0	S	Chryseobacterium sp. G0186
0	0	1	0	0	0	0	0	0	0	1	S	Chryseobacterium sp. 3008163
0	0	0	0	0	0	0	0	1	0	0	S	Chryseobacterium sp. MEBOG06
0	0	0	0	0	0	1	0	0	0	0	S	Chryseobacterium sp. G0201
0	0	1	0	0	0	0	0	0	0	0	S	Chryseobacterium sp. MEBOG07
1	0	0	0	0	0	0	0	0	0	0	S	Chryseobacterium sp. C-17
1	0	0	0	0	0	0	0	0	0	0	S	Chryseobacterium sp.
0	0	1	0	0	0	0	0	0	0	4	S	Chryseobacterium gallinarum
2	0	0	0	0	1	0	1	0	1	0	S	Chryseobacterium indologenes
3	1	0	0	0	0	0	0	0	0	0	S	Chryseobacterium gleum
0	0	1	0	0	0	0	0	1	0	0	S	Chryseobacterium piperi
0	1	0	0	0	0	0	0	0	1	0	S	Chryseobacterium arthrosphaerae
1	0	0	0	0	0	0	0	0	0	1	S	Chryseobacterium camelliae
0	0	0	0	0	0	0	0	0	0	1	S	Chryseobacterium carnipullorum
0	0	0	0	0	0	0	0	0	0	1	S	Chryseobacterium indoltheticum
0	0	0	0	0	0	0	0	0	1	0	S	Chryseobacterium joostei
0	0	0	0	0	1	0	0	0	0	0	S	Chryseobacterium bernardetii
0	0	0	0	0	1	0	0	0	0	0	S	Chryseobacterium aureum
0	0	0	0	0	1	0	0	0	0	0	S	Chryseobacterium daecheongense
0	0	0	1	0	0	0	0	0	0	0	S	Chryseobacterium shandongense
0	0	1	0	0	0	0	0	0	0	0	S	Chryseobacterium taklimakanense
1	0	0	0	0	0	0	0	0	0	0	S	Chryseobacterium nepalense
0	0	0	1	1	1	1	1	2	1	0	G	Kaistella
0	0	0	0	1	1	0	0	1	0	0	G1	unclassified Kaistella
0	0	0	0	1	1	0	0	1	0	0	S	Kaistella sp. GW4-15
0	0	0	0	0	0	1	0	0	1	0	S	Kaistella antarctica
0	0	0	0	0	0	0	0	1	0	0	S	Kaistella carnis
0	0	0	0	0	0	0	1	0	0	0	S	Kaistella jeonii
0	0	0	1	0	0	0	0	0	0	0	S	Candidatus Kaistella beijingensis
3	0	2	0	0	2	1	1	1	0	1	G	Elizabethkingia
2	0	0	0	0	0	0	0	1	0	0	G1	unclassified Elizabethkingia
0	0	0	0	0	0	0	0	1	0	0	S	Elizabethkingia sp. 2-6
1	0	0	0	0	0	0	0	0	0	0	S	Elizabethkingia sp. M8
1	0	0	0	0	0	0	0	0	0	0	S	Elizabethkingia sp. JS20170427COW
0	0	0	0	0	1	0	0	0	0	1	S	Elizabethkingia miricola
0	0	1	0	0	0	1	0	0	0	0	S	Elizabethkingia anophelis
0	0	0	0	0	1	0	0	0	0	0	S	Elizabethkingia meningoseptica
0	0	0	0	1	0	0	0	0	0	5	G	Cruoricaptor
0	0	0	0	1	0	0	0	0	0	5	S	Cruoricaptor ignavus
1	0	0	0	0	1	0	0	3	0	0	G	Empedobacter
0	0	0	0	0	1	0	0	3	0	0	S	Empedobacter brevis
1	0	0	0	0	0	0	0	0	0	0	S	Empedobacter stercoris
0	0	0	0	0	0	0	0	2	0	1	G	Ornithobacterium
0	0	0	0	0	0	0	0	2	0	1	S	Ornithobacterium rhinotracheale
0	0	0	0	1	0	0	0	2	0	0	G	Cloacibacterium
0	0	0	0	0	0	0	0	2	0	0	S	Cloacibacterium caeni
0	0	0	0	1	0	0	0	0	0	0	S	Cloacibacterium normanense
0	0	1	2	0	0	0	0	0	0	0	G	Riemerella
0	0	1	2	0	0	0	0	0	0	0	S	Riemerella anatipestifer
0	0	0	0	0	1	0	0	0	0	1	G	Weeksella
0	0	0	0	0	1	0	0	0	0	1	S	Weeksella virosa
0	0	0	0	1	0	1	0	0	0	0	G	Apibacter
0	0	0	0	1	0	1	0	0	0	0	G1	unclassified Apibacter
0	0	1	0	0	0	0	1	0	0	0	G	Faecalibacter
0	0	1	0	0	0	0	1	0	0	0	S	Faecalibacter bovis
1	0	0	0	2	0	1	0	3	1	1	F	Blattabacteriaceae
1	0	0	0	2	0	1	0	3	1	1	G	Blattabacterium
0	0	0	0	2	0	1	0	3	0	1	S	Blattabacterium cuenoti
0	0	0	0	0	0	0	0	0	1	0	S	Blattabacterium punctulatus
1	0	0	0	0	0	0	0	0	0	0	S	Blattabacterium clevelandi
0	0	0	0	0	0	0	0	1	0	2	F	Crocinitomicaceae
0	0	0	0	0	0	0	0	1	0	2	G	Fluviicola
0	0	0	0	0	0	0	0	1	0	2	S	Fluviicola taffensis
0	0	0	0	0	0	0	0	1	0	2	S1	Fluviicola taffensis DSM 16823
0	0	0	0	0	3	0	0	0	0	0	O1	Flavobacteriales incertae sedis
0	0	0	0	0	3	0	0	0	0	0	G	Candidatus Sulcia
0	0	0	0	0	3	0	0	0	0	0	S	Candidatus Sulcia muelleri
0	0	0	0	0	1	0	0	0	0	0	S1	Candidatus Sulcia muelleri PSPU
15	3	7	11	10	7	3	5	16	13	14	C	Cytophagia
15	3	7	11	10	7	3	5	16	13	14	O	Cytophagales
2	2	0	3	3	3	2	0	7	7	4	F	Hymenobacteraceae
2	2	0	3	2	1	1	0	6	6	3	G	Hymenobacter
1	1	0	1	1	1	1	0	6	4	2	G1	unclassified Hymenobacter
0	0	0	0	0	0	1	0	1	0	0	S	Hymenobacter sp. S2-20-2
0	0	0	0	1	0	0	0	0	1	0	S	Hymenobacter sp. 5420S-77
0	0	0	1	0	0	0	0	1	0	0	S	Hymenobacter sp. BRD128
0	0	0	0	0	0	0	0	0	0	1	S	Hymenobacter sp. PAMC 26628
0	0	0	0	0	0	0	0	0	0	1	S	Hymenobacter sp. DG25B
0	0	0	0	0	0	0	0	0	1	0	S	Hymenobacter sp. DG25A
0	0	0	0	0	0	0	0	1	0	0	S	Hymenobacter sp. 5116S-27
0	0	0	0	0	0	0	0	1	0	0	S	Hymenobacter sp. NBH84
0	1	0	0	0	0	0	0	0	0	0	S	Hymenobacter sp. DG01
0	0	0	1	0	0	0	0	0	1	0	S	Hymenobacter oligotrophus
0	0	0	0	0	0	0	0	0	0	1	S	Hymenobacter radiodurans
0	0	0	0	0	0	0	0	0	1	0	S	Hymenobacter sedentarius
0	0	0	0	1	0	0	0	0	0	0	S	Hymenobacter nivis
0	0	0	1	0	0	0	0	0	0	0	S	Hymenobacter busanensis
1	0	0	0	0	0	0	0	0	0	0	S	Hymenobacter jejuensis
0	0	0	0	1	0	1	0	1	0	1	G	Adhaeribacter
0	0	0	0	1	0	1	0	1	0	0	S	Adhaeribacter swui
0	0	0	0	0	0	0	0	0	0	1	S	Adhaeribacter radiodurans
0	0	0	0	0	2	0	0	0	0	0	G	Rufibacter
0	0	0	0	0	1	0	0	0	0	0	G1	unclassified Rufibacter
0	0	0	0	0	1	0	0	0	0	0	S	Rufibacter sp. DG15C
0	0	0	0	0	1	0	0	0	0	0	S	Rufibacter radiotolerans
0	0	0	0	0	0	0	0	0	1	0	G	Pontibacter
0	0	0	0	0	0	0	0	0	1	0	G1	unclassified Pontibacter
0	0	0	0	0	0	0	0	0	1	0	S	Pontibacter sp. SGAir0037
5	0	2	2	4	1	0	2	3	2	3	F	Cyclobacteriaceae
2	0	1	0	3	0	0	0	1	1	0	G	Algoriphagus
1	0	0	0	3	0	0	0	1	0	0	S	Algoriphagus sanaruensis
0	0	1	0	0	0	0	0	0	1	0	S	Algoriphagus machipongonensis
1	0	0	0	0	0	0	0	0	0	0	G1	unclassified Algoriphagus
1	0	0	0	0	0	0	0	0	0	0	S	Algoriphagus sp. NBT04N3
1	0	0	1	0	0	0	1	0	1	2	G	Echinicola
1	0	0	0	0	0	0	0	0	0	2	S	Echinicola rosea
0	0	0	0	0	0	0	0	0	1	0	S	Echinicola vietnamensis
0	0	0	0	0	0	0	0	0	1	0	S1	Echinicola vietnamensis DSM 17526
0	0	0	0	0	0	0	1	0	0	0	S	Echinicola strongylocentroti
0	0	0	1	0	0	0	0	0	0	0	G1	unclassified Echinicola
0	0	0	1	0	0	0	0	0	0	0	S	Echinicola sp. SCS 3-6
0	0	1	1	0	1	0	0	0	0	1	G	Cyclobacterium
0	0	0	1	0	1	0	0	0	0	1	S	Cyclobacterium amurskyense
0	0	1	0	0	0	0	0	0	0	0	S	Cyclobacterium marinum
0	0	1	0	0	0	0	0	0	0	0	S1	Cyclobacterium marinum DSM 745
2	0	0	0	0	0	0	0	1	0	0	G	Mongoliitalea
2	0	0	0	0	0	0	0	1	0	0	S	Mongoliitalea daihaiensis
0	0	0	0	1	0	0	0	1	0	0	G	Belliella
0	0	0	0	1	0	0	0	1	0	0	S	Belliella baltica
0	0	0	0	1	0	0	0	1	0	0	S1	Belliella baltica DSM 15883
0	0	0	0	0	0	0	1	0	0	0	G	Aquiflexum
0	0	0	0	0	0	0	1	0	0	0	S	Aquiflexum balticum
0	0	0	0	0	0	0	1	0	0	0	S1	Aquiflexum balticum DSM 16537
5	0	0	1	1	2	0	0	0	2	3	F	Spirosomaceae
2	0	0	1	0	0	0	0	0	2	2	G	Dyadobacter
0	0	0	1	0	0	0	0	0	2	1	S	Dyadobacter fermentans
0	0	0	1	0	0	0	0	0	2	1	S1	Dyadobacter fermentans DSM 18053
2	0	0	0	0	0	0	0	0	0	0	G1	unclassified Dyadobacter
2	0	0	0	0	0	0	0	0	0	0	S	Dyadobacter sp. LJ419
0	0	0	0	0	0	0	0	0	0	1	S	Dyadobacter sandarakinus
0	0	0	0	1	1	0	0	0	0	1	G	Runella
0	0	0	0	1	0	0	0	0	0	1	S	Runella slithyformis
0	0	0	0	1	0	0	0	0	0	1	S1	Runella slithyformis DSM 19594
0	0	0	0	0	1	0	0	0	0	0	G1	unclassified Runella
0	0	0	0	0	1	0	0	0	0	0	S	Runella sp. SP2
2	0	0	0	0	0	0	0	0	0	0	G	Leadbetterella
2	0	0	0	0	0	0	0	0	0	0	S	Leadbetterella byssophila
2	0	0	0	0	0	0	0	0	0	0	S1	Leadbetterella byssophila DSM 17132
0	0	0	0	0	1	0	0	0	0	0	G	Larkinella
0	0	0	0	0	1	0	0	0	0	0	G1	unclassified Larkinella
0	0	0	0	0	1	0	0	0	0	0	S	Larkinella sp. IE-0392
1	0	0	0	0	0	0	0	0	0	0	G	Arcticibacterium
1	0	0	0	0	0	0	0	0	0	0	S	Arcticibacterium luteifluviistationis
1	0	1	3	0	0	1	1	3	0	2	F	Fulvivirgaceae
0	0	1	3	0	0	1	1	2	0	1	G	Fulvivirga
0	0	1	2	0	0	1	1	2	0	1	G1	unclassified Fulvivirga
0	0	1	0	0	0	0	0	2	0	1	S	Fulvivirga sp. W9P-11
0	0	0	2	0	0	0	1	0	0	0	S	Fulvivirga sp. SS9-22
0	0	0	0	0	0	1	0	0	0	0	S	Fulvivirga sp. SW1-E11
0	0	0	1	0	0	0	0	0	0	0	S	Fulvivirga lutea
1	0	0	0	0	0	0	0	1	0	1	G	Chryseolinea
1	0	0	0	0	0	0	0	1	0	1	S	Chryseolinea soli
0	1	3	1	0	0	0	0	3	0	2	F	Cytophagaceae
0	0	2	1	0	0	0	0	3	0	1	G	Spirosoma
0	0	1	1	0	0	0	0	1	0	0	G1	unclassified Spirosoma
0	0	0	0	0	0	0	0	1	0	0	S	Spirosoma sp. KCTC 42546
0	0	0	1	0	0	0	0	0	0	0	S	Spirosoma sp. CJU-R4
0	0	1	0	0	0	0	0	0	0	0	S	Spirosoma sp. KNUC1025
0	0	0	0	0	0	0	0	2	0	0	S	Spirosoma aerolatum
0	0	1	0	0	0	0	0	0	0	0	S	Spirosoma rigui
0	0	1	0	0	0	0	0	0	0	1	G	Cytophaga
0	0	1	0	0	0	0	0	0	0	1	S	Cytophaga hutchinsonii
0	0	1	0	0	0	0	0	0	0	1	S1	Cytophaga hutchinsonii ATCC 33406
0	1	0	0	0	0	0	0	0	0	0	G	Rhodocytophaga
0	1	0	0	0	0	0	0	0	0	0	S	Rhodocytophaga rosea
1	0	0	1	1	1	0	1	0	1	0	F	Flammeovirgaceae
1	0	0	1	1	1	0	1	0	1	0	G	Flammeovirga
0	0	0	1	0	1	0	0	0	0	0	S	Flammeovirga kamogawensis
0	0	0	0	0	0	0	0	0	1	0	G1	unclassified Flammeovirga
0	0	0	0	0	0	0	0	0	1	0	S	Flammeovirga sp. MY04
0	0	0	0	0	0	0	0	0	1	0	F	Mangrovivirgaceae
0	0	0	0	0	0	0	0	0	1	0	G	Mangrovivirga
0	0	0	0	0	0	0	0	0	1	0	S	Mangrovivirga cuniculi
0	0	0	0	1	0	0	0	0	0	0	F	Marivirgaceae
0	0	0	0	1	0	0	0	0	0	0	G	Marivirga
0	0	0	0	1	0	0	0	0	0	0	S	Marivirga tractuosa
0	0	0	0	1	0	0	0	0	0	0	S1	Marivirga tractuosa DSM 4126
0	0	1	0	0	0	0	0	0	0	0	F	Bernardetiaceae
0	0	1	0	0	0	0	0	0	0	0	G	Bernardetia
0	0	1	0	0	0	0	0	0	0	0	S	Bernardetia litoralis
0	0	1	0	0	0	0	0	0	0	0	S1	Bernardetia litoralis DSM 6794
7	3	12	7	4	5	3	8	8	4	9	C	Sphingobacteriia
7	3	12	7	4	5	3	8	8	4	9	O	Sphingobacteriales
7	3	12	7	4	5	3	8	8	4	9	F	Sphingobacteriaceae
4	2	2	2	0	3	1	2	3	0	3	G	Sphingobacterium
0	1	1	0	0	1	0	1	0	0	1	S	Sphingobacterium spiritivorum
1	0	1	0	0	0	0	0	1	0	2	G1	unclassified Sphingobacterium
1	0	0	0	0	0	0	0	0	0	1	S	Sphingobacterium sp. ML3W
0	0	0	0	0	0	0	0	0	0	1	S	Sphingobacterium sp. CZ-2
0	0	0	0	0	0	0	0	1	0	0	S	Sphingobacterium sp. SRCM116780
0	0	1	0	0	0	0	0	0	0	0	S	Sphingobacterium sp. DR205
3	0	0	0	0	0	1	0	0	0	0	S	Sphingobacterium multivorum
0	0	0	1	0	0	0	1	0	0	0	S	Sphingobacterium mizutaii
0	1	0	0	0	0	0	0	1	0	0	S	Sphingobacterium thalpophilum
0	0	0	0	0	0	0	0	1	0	0	S	Sphingobacterium daejeonense
0	1	4	2	3	0	1	2	1	2	3	G	Pedobacter
0	1	2	2	3	0	1	1	1	2	1	G1	unclassified Pedobacter
0	0	1	2	0	0	0	1	0	1	1	S	Pedobacter sp. PACM 27299
0	0	0	0	0	0	1	0	0	1	0	S	Pedobacter sp. Q8-18
0	0	0	0	1	0	0	0	1	0	0	S	Pedobacter sp. HDW13
0	0	0	0	2	0	0	0	0	0	0	S	Pedobacter sp. KBS0701
0	0	1	0	0	0	0	0	0	0	0	S	Pedobacter sp. D749
0	1	0	0	0	0	0	0	0	0	0	S	Pedobacter sp. SW-16
0	0	0	0	0	0	0	1	0	0	1	S	Pedobacter endophyticus
0	0	0	0	0	0	0	0	0	0	1	S	Pedobacter steynii
0	0	1	0	0	0	0	0	0	0	0	S	Pedobacter aquae
0	0	1	0	0	0	0	0	0	0	0	S	Pedobacter heparinus
0	0	1	0	0	0	0	0	0	0	0	S1	Pedobacter heparinus DSM 2366
2	0	4	2	1	1	0	4	2	1	2	G	Mucilaginibacter
1	0	2	1	0	0	0	0	0	1	1	G1	unclassified Mucilaginibacter
0	0	1	0	0	0	0	0	0	1	1	S	Mucilaginibacter sp. F39-2
1	0	1	0	0	0	0	0	0	0	0	S	Mucilaginibacter sp. SMC90
0	0	0	1	0	0	0	0	0	0	0	S	Mucilaginibacter sp. 21P
0	0	1	1	1	0	0	0	0	0	0	S	Mucilaginibacter celer
1	0	0	0	0	0	0	0	2	0	0	S	Mucilaginibacter mallensis
0	0	0	0	0	0	0	2	0	0	0	S	Mucilaginibacter ginsenosidivorans
0	0	1	0	0	0	0	1	0	0	0	S	Mucilaginibacter mali
0	0	0	0	0	0	0	1	0	0	0	S	Mucilaginibacter xinganensis
0	0	0	0	0	1	0	0	0	0	0	S	Mucilaginibacter gotjawali
