ERR2270938	ERR2270939	ERR2270940	ERR2270941	ERR2270960	ERR2270961	ERR2270962	ERR2271042	ERR2271043	ERR2271236	ERR2271237	lvl_type	name	taxonomy
0	0	1	0	0	0	0	0	0	0	0	s	Pseudomonas sp. AN-B15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. AN-B15
0	1	0	0	0	0	0	0	0	0	0	s	Pseudomonas sp. CCOS 191	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. CCOS 191
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas sp. R5-89-07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. R5-89-07
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas sp. StFLB209	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. StFLB209
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas sp. URMO17WK12:I11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. URMO17WK12:I11
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas sp. IzPS59	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. IzPS59
1	0	0	2	0	0	0	10	2	0	31	g1	Pseudomonas aeruginosa group	na;na;na;na;na;na;na
1	0	0	1	0	0	0	10	2	0	29	s	Pseudomonas aeruginosa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa
0	0	0	0	0	0	0	0	0	0	2	s	Pseudomonas alcaligenes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas alcaligenes
0	0	0	1	0	0	0	0	0	0	0	s	Pseudomonas resinovorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas resinovorans
0	0	0	1	0	0	0	0	0	0	0	s1	Pseudomonas resinovorans NBRC 106553	na;na;na;na;na;na;na
3	1	3	0	1	1	1	0	2	5	2	g1	Pseudomonas fluorescens group	na;na;na;na;na;na;na
2	1	1	0	0	1	0	0	1	2	0	s	Pseudomonas fluorescens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens
0	0	0	0	0	1	0	0	0	0	0	s1	Pseudomonas fluorescens R124	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	1	s	Pseudomonas corrugata	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas corrugata
0	0	1	0	0	0	1	0	0	0	0	s	Pseudomonas orientalis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas orientalis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas migulae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas migulae
0	0	0	0	0	0	0	0	0	1	0	s	Pseudomonas mandelii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas mandelii
0	0	0	0	0	0	0	0	0	1	0	s	Pseudomonas synxantha	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas synxantha
0	0	0	0	1	0	0	0	0	0	0	s	Pseudomonas libanensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas libanensis
0	0	1	0	0	0	0	0	0	0	0	s	Pseudomonas mediterranea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas mediterranea
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas rhodesiae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas rhodesiae
2	1	0	0	0	1	0	1	1	3	2	g1	Pseudomonas putida group	na;na;na;na;na;na;na
2	1	0	0	0	1	0	1	1	2	0	s	Pseudomonas putida	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas putida
0	0	0	0	0	0	0	0	0	0	2	s	Pseudomonas fulva	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fulva
0	0	0	0	0	0	0	0	0	0	2	s1	Pseudomonas fulva 12-X	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Pseudomonas oryzihabitans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas oryzihabitans
1	1	0	2	0	0	0	1	1	0	3	g1	Pseudomonas stutzeri group	na;na;na;na;na;na;na
1	1	0	2	0	0	0	1	1	0	3	g2	Pseudomonas stutzeri subgroup	na;na;na;na;na;na;na
1	1	0	2	0	0	0	1	1	0	3	s	Pseudomonas stutzeri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas stutzeri
0	0	0	0	0	0	0	0	1	0	0	s1	Pseudomonas stutzeri DSM 10701	na;na;na;na;na;na;na
1	0	0	0	0	0	1	1	1	1	2	g1	Pseudomonas syringae group	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas asturiensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas asturiensis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas coronafaciens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas coronafaciens
0	0	0	0	0	0	0	0	0	1	0	s	Pseudomonas viridiflava	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas viridiflava
0	0	0	0	0	0	0	0	1	0	0	s	Pseudomonas cichorii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas cichorii
0	0	0	0	0	0	0	1	0	0	0	g2	Pseudomonas syringae group genomosp. 1	na;na;na;na;na;na;na
0	0	0	0	0	0	0	1	0	0	0	s	Pseudomonas syringae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae
4	0	0	1	0	0	0	0	0	0	1	g1	Pseudomonas chlororaphis group	na;na;na;na;na;na;na
3	0	0	1	0	0	0	0	0	0	1	s	Pseudomonas chlororaphis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas chlororaphis
0	0	0	1	0	0	0	0	0	0	0	s1	Pseudomonas chlororaphis subsp. aureofaciens	na;na;na;na;na;na;na
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas lundensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas lundensis
0	0	0	0	0	0	0	0	0	1	1	s	Pseudomonas vanderleydeniana	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas vanderleydeniana
0	0	0	0	0	0	0	0	0	2	0	s	Pseudomonas maumuensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas maumuensis
0	0	0	0	0	0	0	0	1	0	1	s	Pseudomonas xanthosomae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas xanthosomae
0	0	0	1	0	0	0	0	0	0	1	s	Pseudomonas qingdaonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas qingdaonensis
1	0	0	1	0	0	0	0	0	0	0	s	Pseudomonas knackmussii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas knackmussii
0	0	0	1	0	0	0	0	0	0	0	s1	Pseudomonas knackmussii B13	na;na;na;na;na;na;na
1	0	0	0	0	0	0	0	0	1	0	s	Pseudomonas promysalinigenes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas promysalinigenes
1	0	0	0	0	0	0	1	0	0	0	s	Pseudomonas brassicacearum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas brassicacearum
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas thivervalensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas thivervalensis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas kribbensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas kribbensis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas umsongensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas umsongensis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas monsensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas monsensis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas otitidis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas otitidis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas extremaustralis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas extremaustralis
0	0	0	0	0	0	0	0	0	0	1	s	Pseudomonas lactis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas lactis
0	0	0	0	0	0	0	0	0	1	0	s	Pseudomonas frederiksbergensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas frederiksbergensis
0	0	0	0	1	0	0	0	0	0	0	s	Pseudomonas reinekei	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas reinekei
0	0	0	0	1	0	0	0	0	0	0	s	Pseudomonas pohangensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas pohangensis
0	0	0	0	1	0	0	0	0	0	0	s	Candidatus Pseudomonas adelgestsugas	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Candidatus Pseudomonas adelgestsugas
0	0	0	1	0	0	0	0	0	0	0	s	Pseudomonas vancouverensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas vancouverensis
0	0	0	1	0	0	0	0	0	0	0	s	Pseudomonas nanhaiensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas nanhaiensis
0	0	0	1	0	0	0	0	0	0	0	s	Pseudomonas tohonis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas tohonis
0	0	0	1	0	0	0	0	0	0	0	s	Pseudomonas wenzhouensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas wenzhouensis
1	0	0	0	0	0	0	0	0	0	0	s	Pseudomonas psychrotolerans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas psychrotolerans
0	0	0	0	0	0	0	0	0	4	0	g	Halopseudomonas	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas
0	0	0	0	0	0	0	0	0	2	0	s	Halopseudomonas litoralis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas litoralis
0	0	0	0	0	0	0	0	0	1	0	g1	unclassified Halopseudomonas	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Halopseudomonas sp. RR6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas sp. RR6
0	0	0	0	0	0	0	0	0	1	0	g1	Halopseudomonas pertucinogena group	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Halopseudomonas aestusnigri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas aestusnigri
0	1	0	0	0	0	0	0	0	0	1	f1	Azotobacter group	na;na;na;na;na;na;na
0	1	0	0	0	0	0	0	0	0	1	g	Azotobacter	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter
0	1	0	0	0	0	0	0	0	0	0	s	Azotobacter salinestris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter salinestris
0	0	0	0	0	0	0	0	0	0	1	g	Entomomonas	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Entomomonas
0	0	0	0	0	0	0	0	0	0	1	s	Entomomonas moraniae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Entomomonas;s__Entomomonas moraniae
0	0	0	0	0	0	0	0	1	0	0	g	Thiopseudomonas	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas
0	0	0	0	0	0	0	0	1	0	0	s	Thiopseudomonas alkaliphila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__Thiopseudomonas alkaliphila
1	1	2	1	1	0	0	0	1	1	3	f	Marinobacteraceae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae
1	1	2	1	1	0	0	0	1	1	3	g	Marinobacter	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter
0	1	2	1	1	0	0	0	0	0	2	g1	unclassified Marinobacter	na;na;na;na;na;na;na
0	1	2	0	0	0	0	0	0	0	0	s	Marinobacter sp. NP-4(2019)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter sp. NP-4(2019)
0	0	0	0	0	0	0	0	0	0	1	s	Marinobacter sp. CA1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter sp. CA1
0	0	0	0	0	0	0	0	0	0	1	s	Marinobacter sp. Arc7-DN-1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter sp. Arc7-DN-1
0	0	0	0	1	0	0	0	0	0	0	s	Marinobacter sp. es.042	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter sp. es.042
0	0	0	1	0	0	0	0	0	0	0	s	Marinobacter sp. LQ44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter sp. LQ44
0	0	0	0	0	0	0	0	0	0	1	s	Marinobacter similis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter similis
0	0	0	0	0	0	0	0	0	1	0	s	Marinobacter salarius	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter salarius
0	0	0	0	0	0	0	0	1	0	0	s	Marinobacter adhaerens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter adhaerens
1	0	0	0	0	0	0	0	0	0	0	s	Marinobacter salinus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter salinus
13	1	4	2	12	9	6	10	15	9	9	o	Alteromonadales	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales
3	0	1	1	6	1	2	5	3	3	6	f	Shewanellaceae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae
3	0	1	1	6	1	2	5	3	3	5	g	Shewanella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella
1	0	1	0	2	0	1	2	3	1	0	g1	unclassified Shewanella	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	3	0	0	s	Shewanella sp. FJAT-52076	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. FJAT-52076
0	0	0	0	2	0	0	0	0	0	0	s	Shewanella sp. Arc9-LZ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. Arc9-LZ
0	0	1	0	0	0	0	1	0	0	0	s	Shewanella sp. FJAT-51754	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. FJAT-51754
1	0	0	0	0	0	1	0	0	0	0	s	Shewanella sp. OM3-2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. OM3-2
0	0	0	0	0	0	0	0	0	1	0	s	Shewanella sp. ANA-3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. ANA-3
0	0	0	0	0	0	0	1	0	0	0	s	Shewanella sp. FJAT-53681	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. FJAT-53681
1	0	0	0	1	0	0	0	0	0	0	s	Shewanella chilikensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella chilikensis
0	0	0	0	0	0	0	0	0	0	1	s	Shewanella psychromarinicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella psychromarinicola
0	0	0	0	0	0	0	0	0	0	1	s	Shewanella litorisediminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella litorisediminis
0	0	0	0	0	0	0	0	0	0	1	s	Shewanella psychropiezotolerans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella psychropiezotolerans
0	0	0	0	0	0	0	0	0	0	1	s	Shewanella xiamenensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella xiamenensis
0	0	0	0	0	0	0	0	0	1	0	s	Shewanella algae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella algae
0	0	0	0	0	0	0	1	0	0	0	s	Shewanella pealeana	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella pealeana
0	0	0	0	0	0	0	1	0	0	0	s1	Shewanella pealeana ATCC 700345	na;na;na;na;na;na;na
0	0	0	0	0	0	0	1	0	0	0	s	Shewanella oneidensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella oneidensis
0	0	0	0	0	0	0	1	0	0	0	s1	Shewanella oneidensis MR-1	na;na;na;na;na;na;na
0	0	0	0	1	0	0	0	0	0	0	s	Shewanella japonica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella japonica
1	0	0	0	0	0	0	0	0	0	0	s	Shewanella aestuarii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella aestuarii
0	0	0	0	0	0	0	0	0	0	1	g	Parashewanella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Parashewanella
0	0	0	0	0	0	0	0	0	0	1	s	Parashewanella tropica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Parashewanella;s__Parashewanella tropica
5	0	2	1	4	4	1	1	5	2	1	f	Pseudoalteromonadaceae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae
5	0	2	1	3	4	1	1	4	1	1	g	Pseudoalteromonas	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas
0	0	0	0	1	2	0	0	0	0	0	s	Pseudoalteromonas shioyasakiensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas shioyasakiensis
1	0	0	0	0	1	0	0	1	0	0	g1	unclassified Pseudoalteromonas	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Pseudoalteromonas sp. LC2018020214	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp. LC2018020214
1	0	0	0	0	0	0	0	1	0	1	s	Pseudoalteromonas xiamenensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas xiamenensis
1	0	1	0	0	0	0	0	0	0	0	s	Pseudoalteromonas translucida	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas translucida
0	0	0	0	0	0	0	0	0	1	0	s	Pseudoalteromonas nigrifaciens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas nigrifaciens
0	0	0	0	0	0	0	0	1	0	0	s	Pseudoalteromonas agarivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas agarivorans
0	0	0	0	0	0	0	0	1	0	0	s1	Pseudoalteromonas agarivorans DSM 14585	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Pseudoalteromonas tunicata	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas tunicata
0	0	0	0	0	1	0	0	0	0	0	s	Pseudoalteromonas luteoviolacea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas luteoviolacea
0	0	0	0	0	1	0	0	0	0	0	s1	Pseudoalteromonas luteoviolacea DSM 6061	na;na;na;na;na;na;na
0	0	0	0	1	0	0	0	0	0	0	s	Pseudoalteromonas undina	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas undina
0	0	1	0	0	0	0	0	0	0	0	s	Pseudoalteromonas piratica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas piratica
1	0	0	0	0	0	0	0	0	0	0	s	Pseudoalteromonas donghaensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas donghaensis
0	0	0	0	0	0	0	0	1	1	0	g	Psychrosphaera	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Psychrosphaera
0	0	0	0	0	0	0	0	0	1	0	s	Psychrosphaera ytuae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Psychrosphaera;s__Psychrosphaera ytuae
