#Number of Samples: 11
#Total Number of Reads: 76094283
#S1	../../reports/kraken2/ERR2270938.report
#S2	../../reports/kraken2/ERR2270939.report
#S3	../../reports/kraken2/ERR2270940.report
#S4	../../reports/kraken2/ERR2270941.report
#S5	../../reports/kraken2/ERR2270960.report
#S6	../../reports/kraken2/ERR2270961.report
#S7	../../reports/kraken2/ERR2270962.report
#S8	../../reports/kraken2/ERR2271042.report
#S9	../../reports/kraken2/ERR2271043.report
#S10	../../reports/kraken2/ERR2271236.report
#S11	../../reports/kraken2/ERR2271237.report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	lvl_type	taxid	name
0.0000	35	1	0	0	1	0	25	0	0	0	1	0	3	1	2	0	0	0	1	0	0	0	2	0	S	251701	                  Pseudomonas syringae group genomosp. 3
0.0000	29	29	0	0	1	1	25	25	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	S1	59511	                    Pseudomonas syringae pv. maculicola
0.0000	5	5	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	2	2	S1	323	                    Pseudomonas syringae pv. tomato
0.0000	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	21	21	S	46257	                  Pseudomonas avellanae
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	G2	2775504	                  unclassified Pseudomonas syringae group
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	S	1206777	                    Pseudomonas sp. Lz4W
0.0026	1948	89	360	2	31	2	66	0	237	57	91	2	85	3	27	4	178	1	163	7	262	3	448	8	G1	136845	                Pseudomonas putida group
0.0017	1276	1143	170	164	22	17	31	30	128	118	73	72	80	59	21	17	139	122	101	93	191	144	320	307	S	303	                  Pseudomonas putida
0.0001	60	60	2	2	0	0	0	0	0	0	0	0	15	15	3	3	0	0	1	1	39	39	0	0	S1	1196325	                    Pseudomonas putida DOT-T1E
0.0000	31	31	1	1	4	4	1	1	6	6	0	0	2	2	1	1	4	4	3	3	3	3	6	6	S1	1384061	                    Pseudomonas putida S13.1.2
0.0000	25	25	2	2	1	1	0	0	1	1	0	0	1	1	0	0	11	11	1	1	2	2	6	6	S1	1211579	                    Pseudomonas putida NBRC 14164
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	S1	1150601	                    Pseudomonas putida JB
0.0000	3	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	1331671	                    Pseudomonas putida H8234
0.0000	3	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	S1	76869	                    Pseudomonas putida GB-1
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	160488	                    Pseudomonas putida KT2440
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S1	1081940	                    Pseudomonas putida B6-2
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1193499	                    Pseudomonas putida SJTE-1
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	231023	                    Pseudomonas putida ND6
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S1	1215088	                    Pseudomonas putida HB3267
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S1	1215087	                    Pseudomonas putida S12
0.0000	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	S1	1042876	                    Pseudomonas putida S16
0.0004	333	333	144	144	2	2	2	2	28	28	7	7	0	0	0	0	11	11	16	16	43	43	80	80	S	47885	                  Pseudomonas oryzihabitans
0.0001	73	73	2	2	2	2	23	23	3	3	2	2	1	1	1	1	2	2	22	22	2	2	13	13	S	76759	                  Pseudomonas monteilii
0.0001	59	59	28	28	2	2	1	1	1	1	3	3	1	1	0	0	7	7	2	2	11	11	3	3	S	70775	                  Pseudomonas plecoglossicida
0.0001	53	10	7	1	0	0	3	0	10	6	0	0	0	0	0	0	6	2	8	1	5	0	14	0	S	47880	                  Pseudomonas fulva
0.0001	43	43	6	6	0	0	3	3	4	4	0	0	0	0	0	0	4	4	7	7	5	5	14	14	S1	743720	                    Pseudomonas fulva 12-X
0.0000	35	35	1	1	1	1	6	6	5	5	2	2	0	0	1	1	9	9	3	3	0	0	7	7	S	78327	                  Pseudomonas mosselii
0.0000	24	24	6	6	0	0	0	0	5	5	2	2	0	0	0	0	3	3	4	4	2	2	2	2	S	2217867	                  Pseudomonas sp. SGAir0191
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	1	S	1940636	                  Pseudomonas shirazica
0.0020	1484	9	133	0	13	0	74	0	161	1	201	0	28	0	55	0	96	5	185	0	151	0	387	3	G1	136846	                Pseudomonas stutzeri group
0.0015	1112	8	114	0	9	0	56	2	100	1	45	1	22	0	51	0	75	1	149	3	146	0	345	0	G2	578833	                  Pseudomonas stutzeri subgroup
0.0014	1098	932	114	112	9	9	54	48	97	90	44	42	22	22	49	47	74	63	144	112	146	124	345	263	S	316	                    Pseudomonas stutzeri
0.0001	90	90	2	2	0	0	0	0	7	7	1	1	0	0	0	0	8	8	28	28	17	17	27	27	S1	1123519	                      Pseudomonas stutzeri DSM 10701
0.0000	34	34	0	0	0	0	6	6	0	0	0	0	0	0	1	1	1	1	4	4	1	1	21	21	S1	644801	                      Pseudomonas stutzeri RCH2
0.0000	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	3	27	27	S1	1196835	                      Pseudomonas stutzeri CCUG 29243
0.0000	7	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	6	S1	379731	                      Pseudomonas stutzeri A1501
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	S1	996285	                      Pseudomonas stutzeri DSM 4166
0.0000	6	6	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	2	2	0	0	0	0	S	203192	                    Pseudomonas chloritidismutans
0.0002	180	180	0	0	1	1	0	0	2	2	156	156	4	4	0	0	5	5	4	4	1	1	7	7	S	47886	                  Pseudomonas luteola
0.0002	135	131	10	10	1	1	3	3	57	55	0	0	0	0	2	2	6	5	25	25	4	4	27	26	S	74829	                  Pseudomonas balearica
0.0000	4	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	S1	1123016	                    Pseudomonas balearica DSM 6083
0.0001	48	48	9	9	2	2	15	15	1	1	0	0	2	2	2	2	5	5	7	7	0	0	5	5	S	271420	                  Pseudomonas xanthomarina
0.0015	1157	0	292	0	65	0	98	0	86	0	89	0	75	0	34	0	31	0	63	0	143	0	181	0	G1	136842	                Pseudomonas chlororaphis group
0.0011	855	669	266	233	52	32	65	51	62	41	39	25	28	17	11	5	26	17	60	41	97	81	149	126	S	587753	                  Pseudomonas chlororaphis
0.0002	117	117	26	26	18	18	2	2	17	17	6	6	5	5	2	2	9	9	6	6	12	12	14	14	S1	86192	                    Pseudomonas chlororaphis subsp. aurantiaca
0.0001	41	29	5	4	2	1	11	11	2	2	6	5	3	3	3	3	0	0	1	0	1	0	7	0	S1	587851	                    Pseudomonas chlororaphis subsp. aureofaciens
0.0000	12	12	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	7	7	S2	1038921	                      Pseudomonas chlororaphis subsp. aureofaciens 30-84
0.0000	13	13	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	9	9	1	1	0	0	S1	1037915	                    Pseudomonas chlororaphis O6
0.0000	10	10	1	1	0	0	1	1	0	0	2	2	2	2	1	1	0	0	2	2	1	1	0	0	S1	1513890	                    Pseudomonas chlororaphis subsp. piscium
0.0000	5	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	S1	333	                    Pseudomonas chlororaphis subsp. chlororaphis
0.0003	202	202	22	22	8	8	28	28	6	6	37	37	33	33	9	9	1	1	3	3	39	39	16	16	S	86185	                  Pseudomonas lundensis
0.0001	100	100	4	4	5	5	5	5	18	18	13	13	14	14	14	14	4	4	0	0	7	7	16	16	S	296	                  Pseudomonas fragi
0.0004	289	289	28	28	1	1	1	1	5	5	1	1	4	4	1	1	42	42	153	153	15	15	38	38	S	2745495	                Pseudomonas vanderleydeniana
0.0004	270	270	86	86	4	4	1	1	30	30	5	5	4	4	13	13	17	17	13	13	22	22	75	75	S	237610	                Pseudomonas psychrotolerans
0.0003	261	261	4	4	3	3	0	0	27	27	4	4	4	4	2	2	15	15	138	138	14	14	50	50	S	395598	                Pseudomonas reinekei
0.0003	225	225	24	24	0	0	0	0	26	26	116	116	1	1	1	1	18	18	4	4	11	11	24	24	S	289370	                Pseudomonas argentinensis
0.0003	213	213	38	38	11	11	7	7	4	4	31	31	40	40	7	7	14	14	12	12	41	41	8	8	S	198620	                Pseudomonas koreensis
0.0002	177	177	34	34	0	0	6	6	14	14	2	2	2	2	6	6	5	5	22	22	27	27	59	59	S	1392877	                Pseudomonas oryzae
0.0002	166	166	21	21	1	1	11	11	18	18	2	2	3	3	2	2	12	12	28	28	40	40	28	28	S	157782	                Pseudomonas parafulva
0.0002	166	166	37	37	1	1	1	1	17	17	3	3	3	3	1	1	13	13	11	11	61	61	18	18	S	2056231	                Pseudomonas qingdaonensis
0.0002	163	163	41	41	0	0	0	0	3	3	4	4	4	4	0	0	8	8	12	12	24	24	67	67	S	1788301	                Pseudomonas versuta
0.0002	162	162	17	17	3	3	8	8	47	47	4	4	5	5	0	0	18	18	23	23	8	8	29	29	S	319939	                Pseudomonas otitidis
0.0002	156	156	4	4	0	0	2	2	8	8	86	86	4	4	0	0	4	4	14	14	7	7	27	27	S	364197	                Pseudomonas pohangensis
0.0002	151	151	8	8	1	1	5	5	13	13	2	2	4	4	5	5	5	5	8	8	8	8	92	92	S	47884	                Pseudomonas taetrolens
0.0002	147	113	10	2	0	0	21	20	24	14	4	2	3	2	1	1	16	12	18	12	11	10	39	38	S	312306	                Pseudomonas entomophila
0.0000	34	34	8	8	0	0	1	1	10	10	2	2	1	1	0	0	4	4	6	6	1	1	1	1	S1	384676	                  Pseudomonas entomophila L48
0.0002	147	133	22	20	4	4	3	3	17	16	1	0	2	1	2	2	15	14	21	20	24	18	36	35	S	65741	                Pseudomonas knackmussii
0.0000	14	14	2	2	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	6	6	1	1	S1	1301098	                  Pseudomonas knackmussii B13
0.0002	143	143	33	33	4	4	1	1	31	31	6	6	6	6	0	0	4	4	17	17	2	2	39	39	S	515393	                Pseudomonas yamanorum
0.0002	140	140	24	24	3	3	18	18	9	9	4	4	3	3	1	1	5	5	5	5	37	37	31	31	S	702115	                Pseudomonas arsenicoxydans
0.0002	138	138	24	24	1	1	36	36	9	9	2	2	1	1	4	4	15	15	6	6	27	27	13	13	S	1931241	                Pseudomonas phragmitis
0.0002	138	138	31	31	0	0	28	28	9	9	1	1	0	0	0	0	4	4	18	18	34	34	13	13	S	485898	                Pseudomonas promysalinigenes
0.0002	137	137	28	28	0	0	0	0	16	16	0	0	0	0	3	3	6	6	6	6	30	30	48	48	S	2842348	                Pseudomonas alvandae
0.0002	137	137	29	29	5	5	13	13	7	7	11	11	9	9	0	0	6	6	4	4	23	23	30	30	S	104087	                Pseudomonas frederiksbergensis
0.0002	132	132	10	10	0	0	0	0	21	21	1	1	3	3	1	1	14	14	10	10	10	10	62	62	S	237609	                Pseudomonas alkylphenolica
0.0002	122	122	5	5	2	2	1	1	4	4	3	3	2	2	4	4	8	8	30	30	37	37	26	26	S	2599595	                Pseudomonas eucalypticola
0.0002	121	121	4	4	6	6	1	1	16	16	10	10	5	5	1	1	23	23	2	2	3	3	50	50	S	1421430	                Pseudomonas granadensis
0.0002	120	120	21	21	18	18	0	0	8	8	2	2	2	2	1	1	11	11	11	11	33	33	13	13	S	157783	                Pseudomonas cremoricolorata
0.0001	108	108	7	7	2	2	5	5	29	29	6	6	4	4	5	5	17	17	5	5	26	26	2	2	S	244566	                Pseudomonas lurida
0.0001	105	99	1	1	3	3	3	2	7	7	10	9	4	4	1	1	13	13	23	23	14	14	26	22	S	930166	                Pseudomonas brassicacearum
0.0000	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	S1	86264	                  Pseudomonas brassicacearum subsp. brassicacearum
0.0000	6	6	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	S2	994484	                    Pseudomonas brassicacearum subsp. brassicacearum NFM421
0.0001	102	102	5	5	0	0	1	1	3	3	4	4	50	50	0	0	2	2	17	17	2	2	18	18	S	1302376	                Candidatus Pseudomonas adelgestsugas
0.0001	102	102	9	9	0	0	17	17	7	7	4	4	1	1	3	3	12	12	7	7	28	28	14	14	S	219572	                Pseudomonas antarctica
0.0001	101	101	0	0	2	2	14	14	7	7	4	4	3	3	1	1	11	11	11	11	33	33	15	15	S	191390	                Pseudomonas palleroniana
0.0001	98	98	4	4	0	0	0	0	15	15	1	1	2	2	1	1	3	3	6	6	47	47	19	19	S	2906062	                Pseudomonas wenzhouensis
0.0001	98	98	21	21	0	0	0	0	9	9	2	2	0	0	2	2	29	29	12	12	7	7	16	16	S	1245526	                Pseudomonas guangdongensis
0.0001	89	89	9	9	3	3	24	24	9	9	0	0	1	1	9	9	8	8	11	11	3	3	12	12	S	2830842	                Pseudomonas nanhaiensis
0.0001	84	84	5	5	3	3	14	14	2	2	13	13	14	14	6	6	9	9	0	0	8	8	10	10	S	1615674	                Pseudomonas lactis
0.0001	84	84	19	19	1	1	1	1	12	12	1	1	1	1	0	0	19	19	13	13	12	12	5	5	S	1176257	                Pseudomonas zhaodongensis
0.0001	83	83	10	10	1	1	3	3	1	1	3	3	0	0	0	0	27	27	28	28	4	4	6	6	S	95300	                Pseudomonas vancouverensis
0.0001	77	77	12	12	2	2	1	1	5	5	3	3	7	7	3	3	9	9	10	10	19	19	6	6	S	122355	                Pseudomonas psychrophila
0.0001	76	76	1	1	0	0	0	0	6	6	3	3	4	4	0	0	20	20	2	2	1	1	39	39	S	1853130	                Pseudomonas silesiensis
0.0001	75	75	1	1	2	2	20	20	6	6	5	5	4	4	2	2	3	3	6	6	12	12	14	14	S	2320867	                Pseudomonas cavernae
0.0001	73	73	3	3	25	25	0	0	9	9	2	2	3	3	2	2	1	1	4	4	7	7	17	17	S	2518644	                Pseudomonas tructae
0.0001	72	72	1	1	0	0	3	3	2	2	3	3	1	1	0	0	1	1	20	20	2	2	39	39	S	2505979	                Pseudomonas viciae
0.0001	71	71	5	5	3	3	3	3	1	1	7	7	8	8	3	3	6	6	4	4	2	2	29	29	S	321846	                Pseudomonas simiae
0.0001	71	71	6	6	12	12	0	0	9	9	2	2	0	0	0	0	13	13	15	15	4	4	10	10	S	2604832	                Pseudomonas lalkuanensis
0.0001	70	43	2	0	0	0	16	1	2	2	7	7	7	4	3	1	0	0	6	6	1	0	26	22	S	321662	                Pseudomonas moraviensis
0.0000	27	27	2	2	0	0	15	15	0	0	0	0	3	3	2	2	0	0	0	0	1	1	4	4	S1	1395516	                  Pseudomonas moraviensis R28-S
0.0001	67	67	2	2	0	0	19	19	6	6	5	5	2	2	2	2	4	4	8	8	3	3	16	16	S	2731681	                Pseudomonas campi
0.0001	67	67	19	19	1	1	2	2	6	6	6	6	1	1	0	0	16	16	3	3	8	8	5	5	S	216142	                Pseudomonas rhizosphaerae
0.0001	66	66	26	26	2	2	1	1	1	1	10	10	8	8	2	2	0	0	6	6	7	7	3	3	S	198618	                Pseudomonas umsongensis
0.0001	64	64	2	2	1	1	18	18	7	7	3	3	1	1	1	1	9	9	13	13	2	2	7	7	S	2842356	                Pseudomonas xanthosomae
0.0001	64	64	5	5	9	9	4	4	2	2	19	19	12	12	6	6	0	0	2	2	4	4	1	1	S	2745514	                Pseudomonas salmasensis
0.0001	62	62	0	0	1	1	11	11	4	4	2	2	9	9	0	0	13	13	12	12	1	1	9	9	S	359110	                Pseudomonas extremaustralis
0.0001	61	61	2	2	7	7	1	1	2	2	4	4	6	6	0	0	4	4	13	13	20	20	2	2	S	163011	                Pseudomonas lini
0.0001	59	59	5	5	1	1	19	19	2	2	6	6	7	7	1	1	6	6	6	6	3	3	3	3	S	2745504	                Pseudomonas hamedanensis
0.0001	56	56	3	3	0	0	0	0	4	4	0	0	1	1	1	1	3	3	2	2	32	32	10	10	S	2842354	                Pseudomonas maumuensis
0.0001	55	55	15	15	1	1	2	2	8	8	6	6	4	4	0	0	4	4	2	2	4	4	9	9	S	2815720	                Pseudomonas germanica
0.0001	54	54	1	1	0	0	1	1	17	17	0	0	1	1	1	1	2	2	2	2	5	5	24	24	S	158627	                Pseudomonas graminis
0.0001	54	54	19	19	3	3	0	0	1	1	10	10	15	15	0	0	0	0	1	1	3	3	2	2	S	2565368	                Pseudomonas atacamensis
0.0001	52	52	5	5	2	2	2	2	11	11	0	0	1	1	0	0	4	4	15	15	2	2	10	10	S	2842357	                Pseudomonas muyukensis
0.0001	50	50	1	1	0	0	2	2	4	4	1	1	1	1	2	2	2	2	16	16	7	7	14	14	S	2745490	                Pseudomonas xantholysinigenes
0.0001	50	50	4	4	2	2	1	1	4	4	0	0	1	1	0	0	4	4	5	5	3	3	26	26	S	86265	                Pseudomonas thivervalensis
0.0001	50	50	29	29	1	1	3	3	2	2	2	2	3	3	0	0	2	2	3	3	4	4	1	1	S	53407	                Pseudomonas asplenii
0.0001	50	50	29	29	0	0	1	1	2	2	2	2	1	1	0	0	5	5	0	0	3	3	7	7	S	489632	                Pseudomonas chengduensis
0.0001	46	46	2	2	0	0	27	27	0	0	2	2	3	3	0	0	2	2	0	0	6	6	4	4	S	2745511	                Pseudomonas tensinigenes
0.0001	45	45	1	1	1	1	0	0	1	1	1	1	1	1	0	0	2	2	33	33	1	1	4	4	S	2894079	                Pseudomonas oryziphila
0.0001	43	43	0	0	15	15	2	2	3	3	1	1	2	2	0	0	4	4	10	10	2	2	4	4	S	46677	                Pseudomonas agarici
0.0001	41	41	0	0	0	0	3	3	2	2	0	0	2	2	0	0	1	1	3	3	4	4	26	26	S	2842355	                Pseudomonas fakonensis
0.0001	40	40	4	4	3	3	0	0	5	5	0	0	0	0	0	0	2	2	8	8	6	6	12	12	S	1499686	                Pseudomonas saudiphocaensis
0.0001	40	40	12	12	0	0	18	18	0	0	0	0	0	0	0	0	1	1	2	2	4	4	3	3	S	1211807	                Pseudomonas kunmingensis
0.0000	38	38	0	0	0	0	0	0	13	13	0	0	0	0	0	0	2	2	8	8	9	9	6	6	S	1691904	                Pseudomonas sediminis
0.0000	38	38	10	10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	4	0	0	23	23	S	2045200	                Pseudomonas rhizophila
0.0000	37	37	2	2	1	1	0	0	5	5	2	2	2	2	0	0	1	1	8	8	3	3	13	13	S	1148509	                Pseudomonas prosekii
0.0000	37	37	3	3	2	2	0	0	13	13	1	1	1	1	0	0	3	3	3	3	2	2	9	9	S	437900	                Pseudomonas marincola
0.0000	35	35	1	1	0	0	1	1	3	3	2	2	2	2	1	1	0	0	8	8	4	4	13	13	S	2842349	                Pseudomonas asgharzadehiana
0.0000	34	34	2	2	2	2	1	1	4	4	7	7	4	4	1	1	0	0	1	1	2	2	10	10	S	2774460	                Pseudomonas allokribbensis
0.0000	33	33	2	2	3	3	1	1	3	3	8	8	4	4	0	0	2	2	0	0	0	0	10	10	S	1628086	                Pseudomonas kribbensis
0.0000	29	29	8	8	1	1	0	0	4	4	1	1	0	0	1	1	2	2	2	2	7	7	3	3	S	2725477	                Pseudomonas tohonis
0.0000	28	28	1	1	2	2	1	1	1	1	5	5	3	3	0	0	3	3	0	0	1	1	11	11	S	2774461	                Pseudomonas gozinkensis
0.0000	27	27	7	7	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	2	2	14	14	S	2502979	                Pseudomonas khazarica
0.0000	25	25	21	21	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	1	1	0	0	S	1306993	                Pseudomonas soli
0.0000	21	21	3	3	1	1	1	1	0	0	3	3	4	4	0	0	3	3	3	3	1	1	2	2	S	2745518	                Pseudomonas tritici
0.0000	21	21	3	3	0	0	1	1	2	2	2	2	3	3	2	2	1	1	1	1	1	1	5	5	S	2745510	                Pseudomonas zeae
0.0000	20	0	0	0	2	0	1	0	7	0	0	0	1	0	0	0	1	0	3	0	3	0	2	0	S	101564	                Pseudomonas alcaliphila
0.0000	20	20	0	0	2	2	1	1	7	7	0	0	1	1	0	0	1	1	3	3	3	3	2	2	S1	741155	                  Pseudomonas alcaliphila JAB1
0.0000	19	19	5	5	1	1	2	2	2	2	3	3	2	2	0	0	2	2	0	0	2	2	0	0	S	485870	                Pseudomonas anuradhapurensis
0.0000	18	18	1	1	0	0	1	1	4	4	2	2	0	0	0	0	1	1	7	7	1	1	1	1	S	2842350	                Pseudomonas azerbaijanoriens
0.0000	17	17	1	1	0	0	1	1	1	1	1	1	1	1	3	3	2	2	2	2	1	1	4	4	S	1274359	                Pseudomonas sihuiensis
0.0000	12	12	0	0	0	0	0	0	5	5	1	1	1	1	0	0	0	0	2	2	1	1	2	2	S	2745498	                Pseudomonas zarinae
0.0000	11	11	1	1	2	2	0	0	0	0	3	3	0	0	0	0	1	1	0	0	1	1	3	3	S	2745509	                Pseudomonas monsensis
0.0000	10	10	1	1	0	0	0	0	1	1	2	2	0	0	2	2	0	0	2	2	1	1	1	1	S	2681983	                Pseudomonas bijieensis
0.0000	10	10	2	2	0	0	0	0	0	0	2	2	0	0	0	0	1	1	1	1	1	1	3	3	S	2745503	                Pseudomonas iranensis
0.0000	9	9	3	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	4	S	2666183	                Pseudomonas juntendi
0.0000	7	7	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	3	3	0	0	0	0	S	554344	                Pseudomonas toyotomiensis
0.0000	7	7	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	3	3	0	0	0	0	S	1785145	                Pseudomonas glycinae
0.0000	5	5	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	1	1	S	2745512	                Pseudomonas shahriarae
0.0000	4	4	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	S	2219225	                Pseudomonas asiatica
0.0000	3	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S	658629	                Pseudomonas sessilinigenes
0.0000	3	3	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S	1163398	                Pseudomonas donghuensis
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	1583341	                Pseudomonas cerasi
0.0012	903	5	181	0	48	0	30	0	82	2	4	0	31	0	35	0	66	1	91	1	182	1	153	0	G	2901189	              Halopseudomonas
0.0003	227	0	37	0	31	0	0	0	13	0	0	0	2	0	3	0	36	0	25	0	40	0	40	0	G1	2901190	                unclassified Halopseudomonas
0.0003	227	227	37	37	31	31	0	0	13	13	0	0	2	2	3	3	36	36	25	25	40	40	40	40	S	2918528	                  Halopseudomonas sp. RR6
0.0002	187	187	50	50	1	1	2	2	28	28	2	2	2	2	2	2	3	3	7	7	65	65	25	25	S	1434072	                Halopseudomonas salegens
0.0002	180	180	19	19	0	0	23	23	12	12	1	1	26	26	27	27	8	8	18	18	30	30	16	16	S	472181	                Halopseudomonas sabulinigri
0.0001	114	114	8	8	2	2	3	3	18	18	1	1	1	1	2	2	8	8	24	24	32	32	15	15	S	797277	                Halopseudomonas litoralis
0.0001	96	96	32	32	14	14	1	1	1	1	0	0	0	0	0	0	5	5	10	10	4	4	29	29	S	487184	                Halopseudomonas xinjiangensis
0.0001	94	0	35	0	0	0	1	0	8	0	0	0	0	0	1	0	5	0	6	0	10	0	28	0	G1	136844	                Halopseudomonas pertucinogena group
0.0001	94	94	35	35	0	0	1	1	8	8	0	0	0	0	1	1	5	5	6	6	10	10	28	28	S	857252	                  Halopseudomonas aestusnigri
0.0006	448	2	69	0	5	0	19	1	11	0	148	0	41	1	13	0	4	0	44	0	17	0	77	0	G	2758906	              Entomomonas
0.0004	298	298	54	54	2	2	4	4	3	3	129	129	6	6	6	6	3	3	31	31	10	10	50	50	S	2213226	                Entomomonas moraniae
0.0002	148	0	15	0	3	0	14	0	8	0	19	0	34	0	7	0	1	0	13	0	7	0	27	0	G1	2785330	                unclassified Entomomonas
0.0002	148	148	15	15	3	3	14	14	8	8	19	19	34	34	7	7	1	1	13	13	7	7	27	27	S	2785331	                  Entomomonas sp. F2A
0.0005	378	0	23	0	5	0	38	0	34	0	3	0	2	0	5	0	21	0	63	0	76	0	108	0	F1	351	              Azotobacter group
0.0005	378	48	23	3	5	1	38	0	34	6	3	0	2	0	5	0	21	3	63	4	76	2	108	29	G	352	                Azotobacter
0.0002	179	140	18	6	1	1	36	33	12	9	0	0	0	0	2	2	8	6	31	28	12	5	59	50	S	353	                  Azotobacter chroococcum
0.0001	39	39	12	12	0	0	3	3	3	3	0	0	0	0	0	0	2	2	3	3	7	7	9	9	S1	1328314	                    Azotobacter chroococcum NCIMB 8003
0.0001	89	89	1	1	2	2	2	2	11	11	0	0	1	1	3	3	8	8	6	6	45	45	10	10	S	69964	                  Azotobacter salinestris
0.0001	62	62	1	1	1	1	0	0	5	5	3	3	1	1	0	0	2	2	22	22	17	17	10	10	S	354	                  Azotobacter vinelandii
0.0001	92	0	14	0	0	0	1	0	9	0	2	0	2	0	6	0	17	0	16	0	7	0	18	0	G	1654787	              Thiopseudomonas
0.0001	92	92	14	14	0	0	1	1	9	9	2	2	2	2	6	6	17	17	16	16	7	7	18	18	S	1697053	                Thiopseudomonas alkaliphila
0.0001	80	0	3	0	0	0	1	0	9	0	0	0	0	0	0	0	3	0	8	0	39	0	17	0	G	1649479	              Permianibacter
0.0001	80	80	3	3	0	0	1	1	9	9	0	0	0	0	0	0	3	3	8	8	39	39	17	17	S	1510150	                Permianibacter aggregans
0.0033	2522	0	428	0	70	0	202	0	228	0	193	0	13	0	111	0	141	0	383	0	263	0	490	0	F	2887365	            Marinobacteraceae
0.0033	2522	301	428	61	70	0	202	10	228	34	193	54	13	3	111	24	141	15	383	18	263	43	490	39	G	2742	              Marinobacter
0.0016	1212	159	197	20	22	1	116	2	104	3	131	2	8	0	40	37	66	18	175	43	124	6	229	27	G1	83889	                unclassified Marinobacter
0.0003	199	199	2	2	1	1	1	1	24	24	116	116	0	0	0	0	2	2	16	16	32	32	5	5	S	1761794	                  Marinobacter sp. es.042
0.0002	177	177	58	58	1	1	28	28	10	10	2	2	0	0	2	2	3	3	4	4	17	17	52	52	S	1749259	                  Marinobacter sp. LQ44
0.0002	148	148	16	16	12	12	1	1	7	7	1	1	0	0	0	0	11	11	52	52	8	8	40	40	S	2304594	                  Marinobacter sp. Arc7-DN-1
0.0002	130	130	47	47	1	1	17	17	2	2	1	1	3	3	0	0	3	3	14	14	14	14	28	28	S	2547598	                  Marinobacter sp. JH2
